species_grp,order,family,species_code,common_name,scientific_name,count_2021,count_2020,count_5yr,cons_status,cons_score,cons_desc,diff,abs_diff,perc_diff,peak_month,native,description,image_url,website
birds,Falconiformes,Falconidae: Falcons,amekes,American kestrel,Falco sparverius,5,0,6,Least Concern,0.13333333333333333,Notable decrease in population in last 5 years.,Positive,5,1,March,Native,"The American kestrel usually hunts in energy-conserving fashion by perching and scanning the ground for prey to ambush, though it also hunts from the air. It sometimes hovers in the air with rapid wing beats while homing in on prey. Its diet typically consists of grasshoppers and other insects, lizards, mice, and small birds (e.g. sparrows). This broad diet has contributed to its wide success as a species.  It nests in cavities in trees, cliffs, buildings, and other structures. The female lays three to seven eggs, which both sexes help to incubate.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Female_American_Kestrel.jpg/220px-Female_American_Kestrel.jpg,https://en.wikipedia.org/wiki/American_kestrel
birds,Passeriformes,"Cardinalidae: Tanagers, Cardinals, Grosbeaks & Dickcissels",indbun,Indigo bunting,Passerina cyanea,0,25,25,Least Concern,-0.3,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-25,-1,April,Native,"The indigo bunting is a small bird, with a length of 11.5–13 cm (4.5–5.1 in). It displays sexual dimorphism in its coloration; the male is vibrant blue in the summer, with brightly colored  plumage during the breeding season to attract a mate. It is brown during the winter months, while the female is brown year-round. Nest-building and incubation are done solely by the female. The diet of the indigo bunting consists primarily of insects during the summer months and seeds during the winter months.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Indigo_Bunting_Female_by_Dan_Pancamo_1.jpg/220px-Indigo_Bunting_Female_by_Dan_Pancamo_1.jpg,https://en.wikipedia.org/wiki/Indigo_bunting
birds,Passeriformes,Certhiidae: Creepers,brncre,Brown creeper,Certhia americana,141,102,485,Least Concern,0.48333333333333334,Notable increase in sightings from 2020-2021. Very high populations reported in last 5 years.,Positive,39,0.38235294117647056,January,Native,"The brown creeper (Certhia americana), also known as the American treecreeper, is a small songbird, the only North American member of the treecreeper family Certhiidae.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Certhia-americana-001.jpg/220px-Certhia-americana-001.jpg,https://en.wikipedia.org/wiki/Brown_creeper
NA,Passeriformes,Icteridae (Troupials and Allies),blackb,NA,Icteridae (family/genus),22,5,46,NA,0.6333333333333333,Significant increase in sightings from 2020-2021. Moderate increase in population in last 5 years.,Positive,17,3.4,March,Unknown,NA,https:NA,https://en.wikipedia.org/wiki/NA
birds,Passeriformes,"Icteridae: Blackbirds, Meadowlarks & Orioles",orcori,Orchard oriole,Icterus spurius,32,0,34,Least Concern,0.4666666666666666,Significant increase in population in last 5 years.,Positive,32,1,December,Native,"The orchard oriole (Icterus spurius) is the smallest species of icterid. The subspecies of the Caribbean coast of Mexico, I. s. fuertesi, is sometimes considered a separate species, the ochre oriole or Fuertes's oriole.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Orchard_Oriole_by_Dan_Pancamo_1.jpg/220px-Orchard_Oriole_by_Dan_Pancamo_1.jpg,https://en.wikipedia.org/wiki/Orchard_oriole
birds,Passeriformes,"Corvidae: Jays, Crows & Magpies",fiscro,Fish crow,Corvus ossifragus,310,222,628,Least Concern,0.5666666666666667,Notable increase in sightings from 2020-2021. Very high populations reported in last 5 years. Moderate increase in population in last 5 years.,Positive,88,0.3963963963963964,March,Native,The fish crow (Corvus ossifragus) is a species of crow associated with wetland habitats in the eastern and southeastern United States.,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Fish_crow_in_Red_Hook_%2842712%29.jpg/220px-Fish_crow_in_Red_Hook_%2842712%29.jpg,https://en.wikipedia.org/wiki/Fish_crow
birds,Passeriformes,"Fringillidae: Siskins, Crossbills & Allies",comred,Common redpoll,Acanthis flammea,4,11,1858,Least Concern,-0.03333333333333332,Notable decrease in sightings from 2020-2021. Very high populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-7,-0.6363636363636364,March,Native,"The common redpoll was listed in 1758 by Linnaeus in the 10th edition of his Systema Naturae under the binomial name Fringilla flammea.[2][3] The current genus name Acanthis is from the Ancient Greek akanthis, a name for a small now-unidentifiable bird, and flammea is the Latin for ""flame-coloured"".[4]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Carduelis_flammea_CT6.jpg/220px-Carduelis_flammea_CT6.jpg,https://en.wikipedia.org/wiki/Common_redpoll
birds,Passeriformes,Parulidae: Wood Warblers,palwar,Palm warbler,Setophaga palmarum,0,19,19,Least Concern,-0.3666666666666667,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-19,-1,February,Native,The palm warbler (Setophaga palmarum) is a small songbird of the New World warbler family.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Palm_Warbler.jpg/220px-Palm_Warbler.jpg,https://en.wikipedia.org/wiki/Palm_warbler
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",mallar2,Mallard,Anas platyrhynchos,18,77,636,Least Concern,-0.03333333333333332,Notable decrease in sightings from 2020-2021. Very high populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-59,-0.7662337662337663,March,Native,"The mallard (/ˈmælɑːrd, ˈmælərd/) or wild duck (Anas platyrhynchos) is a dabbling duck that breeds throughout the temperate and subtropical Americas, Eurasia, and North Africa, and has been introduced to New Zealand, Australia, Peru, Brazil, Uruguay, Argentina, Chile, Colombia, the Falkland Islands, and South Africa. This duck belongs to the subfamily Anatinae of the waterfowl family Anatidae. Males have purple patches on their wings, while the females (hens or ducks) have mainly brown-speckled plumage. Both sexes have an area of white-bordered black or iridescent blue feathers called a speculum on their wings; males especially tend to have blue speculum feathers. The mallard is 50–65 cm (20–26 in) long, of which the body makes up around two-thirds the length. The wingspan is 81–98 cm (32–39 in) and the bill is 4.4 to 6.1 cm (1.7 to 2.4 in) long. It is often slightly heavier than most other dabbling ducks, weighing 0.7–1.6 kg (1.5–3.5 lb). Mallards live in wetlands, eat water plants and small animals, and are social animals preferring to congregate in groups or flocks of varying sizes.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Anas_platyrhynchos_male_female_quadrat.jpg/220px-Anas_platyrhynchos_male_female_quadrat.jpg,https://en.wikipedia.org/wiki/Mallard
birds,Passeriformes,Parulidae: Wood Warblers,myrwar,Yellow-rumped warbler,Setophaga coronata,279,279,1158,Least Concern,0.4166666666666667,Very high populations reported in last 5 years.,Negative,0,0,February,Native,"The yellow-rumped warbler (Setophaga coronata) is a regular North American bird species that can be commonly observed all across the continent. Its extensive distribution range connects both the Pacific and Atlantic coasts of the U.S. as well as Canada and Central America, with the population concentrating in the continent's northern parts during the breeding season and migrating southwards to southern North and Central America in Winter. The species generally prefers coniferous forests or mixed coniferous-deciduous forests as its breeding habitat, while during the winter it can be found inhabiting more open areas such as shrublands that offer food resources. The diet of the yellow-rumped warbler is based primarily on insects, though the species does eat fruits such as juniper berries as well, especially in winter.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Audubon%27s_Warbler_Setophaga_auduboni.jpg/220px-Audubon%27s_Warbler_Setophaga_auduboni.jpg,https://en.wikipedia.org/wiki/Yellow-rumped_warbler
birds,Passeriformes,Icteriidae: Yellow-breasted Chat,yebcha,Yellow-breasted chat,Icteria virens,19,0,19,Least Concern,0.4,Significant increase in population in last 5 years.,Positive,19,1,February,Native,"The yellow-breasted chat was formerly considered the largest member of the family Parulidae, but following taxonomic studies, it was moved to the monotypic family Icteriidae. Although Icteriidae is a distinct family from the New World blackbirds (Icteridae), which have a very similar name, taxonomic studies support them as being the closest living relatives of one another, and in a 2019 study Carl Oliveros and colleagues actually classified the yellow-breasted chat as a member of Icteridae. In addition, the former grouping of the yellow-breasted chat as a warbler was not too far off, as Parulidae is now considered the sister group to the clade containing Icteridae and Icteriidae.[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Yellow-Breasted-Chat-Oregon.jpg/220px-Yellow-Breasted-Chat-Oregon.jpg,https://en.wikipedia.org/wiki/Yellow-breasted_chat
birds,Passeriformes,"Icteridae: Blackbirds, Meadowlarks & Orioles",yehbla,Yellow-headed blackbird,Xanthocephalus xanthocephalus,9,0,9,Least Concern,0.3333333333333333,Significant increase in population in last 5 years.,Positive,9,1,April,Native,The yellow-headed blackbird (Xanthocephalus xanthocephalus) is a medium-sized blackbird with a yellow head.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Male_Yellow-headed_Blackbird.jpg/260px-Male_Yellow-headed_Blackbird.jpg,https://en.wikipedia.org/wiki/Yellow-headed_blackbird
birds,Passeriformes,Turdidae: Thrushes,woothr,Wood thrush,Hylocichla mustelina,3,0,54,Least Concern,0.03333333333333332,High populations reported in last 5 years. Notable decrease in population in last 5 years.,Positive,3,1,March,Native,"The wood thrush (Hylocichla mustelina) is a North American passerine bird. It is closely related to other thrushes such as the American robin and is widely distributed across North America, wintering in Central America and southern Mexico. The wood thrush is the official bird of the District of Columbia.[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Hylocichla_mustelina_%28cropped%29.jpg/220px-Hylocichla_mustelina_%28cropped%29.jpg,https://en.wikipedia.org/wiki/Wood_thrush
birds,Passeriformes,Parulidae (New World Warblers),orcwar,Orange-crowned warbler,Oreothlypis celata,82,144,638,Least Concern,0.2,Notable decrease in sightings from 2020-2021. Very high populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-62,-0.4305555555555556,March,Non Native,The orange-crowned warbler (Leiothlypis celata) is a small songbird of the New World warbler family.,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Orangecrownedwarbler27.jpg/220px-Orangecrownedwarbler27.jpg,https://en.wikipedia.org/wiki/Orange-crowned_warbler
birds,Strigiformes,Strigidae: Typical Owls,easowl1,Eastern screech owl,Megascops asio,0,108,195,Least Concern,-0.16666666666666666,Notable decrease in sightings from 2020-2021. High populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-108,-1,February,Native,"The eastern screech owl (Megascops asio) or eastern screech-owl, is a small owl that is relatively common in Eastern North America, from Mexico to Canada.[1][3] This species is native to most wooded environments of its distribution, and more so than any other owl in its range, has adapted well to manmade development, although it frequently avoids detection due to its strictly nocturnal habits.[4]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/EasternScreechOwl-Rufous.jpg/220px-EasternScreechOwl-Rufous.jpg,https://en.wikipedia.org/wiki/Eastern_screech_owl
birds,Accipitriformes,"Accipitridae: Kites, Hawks & Eagles",baleag,Bald eagle,Haliaeetus leucocephalus,45,33,115,Least Concern,0.5,Notable increase in sightings from 2020-2021. High populations reported in last 5 years. Moderate increase in population in last 5 years.,Positive,12,0.3636363636363637,January,Native,"The bald eagle is an opportunistic feeder which subsists mainly on fish, which it swoops down upon and snatches from the water with its talons. It builds the largest nest of any North American bird and the largest tree nests ever recorded for any animal species, up to 4 m (13 ft) deep, 2.5 m (8.2 ft) wide, and 1 metric ton (1.1 short tons) in weight. Sexual maturity is attained at the age of four to five years.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/About_to_Launch_%2826075320352%29.jpg/220px-About_to_Launch_%2826075320352%29.jpg,https://en.wikipedia.org/wiki/Bald_eagle
birds,Passeriformes,"Icteridae: Blackbirds, Meadowlarks & Orioles",botgra,Boat-tailed grackle,Quiscalus major,0,67,96,Least Concern,-0.23333333333333336,Notable decrease in sightings from 2020-2021. High populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-67,-1,March,Native,"The boat-tailed grackle is found in coastal saltwater marshes and, in Florida, also on inland waters. Boat-tailed grackles have established significant populations in several United States Gulf Coast cities and towns, where they can be found foraging in trash bins, dumpsters, and parking lots.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Quiscalus_major_-Three_Lakes_Wildlife_Management_Area%2C_Florida%2C_USA_-female-8.jpg/220px-Quiscalus_major_-Three_Lakes_Wildlife_Management_Area%2C_Florida%2C_USA_-female-8.jpg,https://en.wikipedia.org/wiki/Boat-tailed_grackle
birds,Passeriformes,Passerellidae: New World Sparrows and Towhees,slcjun,Dark-eyed junco,Junco hyemalis,73,66,367,Least Concern,0.35000000000000003,High populations reported in last 5 years.,Positive,7,0.10606060606060606,February,Native,"The dark-eyed junco (Junco hyemalis) is a species of junco, a group of small, grayish New World sparrows. This bird is common across much of temperate North America and in summer ranges far into the Arctic. It is a very variable species, much like the related fox sparrow (Passerella iliaca), and its systematics are still not completely untangled.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Dark-eyed_Junco%2C_Washington_State_02.jpg/220px-Dark-eyed_Junco%2C_Washington_State_02.jpg,https://en.wikipedia.org/wiki/Dark-eyed_junco
birds,Passeriformes,"Cardinalidae: Tanagers, Cardinals, Grosbeaks & Dickcissels",blugrb1,Blue grosbeak,Passerina caerulea,7,12,19,Least Concern,0.16666666666666666,Notable decrease in sightings from 2020-2021. Moderate increase in population in last 5 years.,Negative,-5,-0.4166666666666667,April,Native,"The blue grosbeak was formally described by the Swedish naturalist Carl Linnaeus in 1758 in the tenth edition of his Systema Naturae under the binomial name Loxia caerulea.[2] The specific epithet caerulea is the Latin word for ""blue"", ""azure-blue"", ""sky-blue"" or ""dark-blue"".[3] Linnaeus based his own description on the ""blew gross-beak"" described and illustrated by Mark Catesby in his The Natural History of Carolina, Florida and the Bahama Islands. The book had been published in 1729–1732.[4] Catesby gave the location as Carolina and Linnaeus specified America. The type location is now restricted to South Carolina.[5]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Blue_Grosbeak_female_RWD2.jpg/220px-Blue_Grosbeak_female_RWD2.jpg,https://en.wikipedia.org/wiki/Blue_grosbeak
birds,Charadriiformes,Charadriidae: Plovers,killde,Killdeer,Charadrius vociferus,4,0,5,Least Concern,0.3333333333333333,Significant increase in population in last 5 years.,Positive,4,1,January,Native,"The killdeer (Charadrius vociferus) is a large plover found in the Americas. It was described and given its current scientific name in 1758 by Carl Linnaeus in the 10th edition of his Systema Naturae. Three subspecies are described. The killdeer's common name comes from its often-heard call. Its upperparts are mostly brown with rufous fringes, the head has patches of white and black, and two black bands cross the breast. The belly and the rest of the breast are white. The nominate (or originally described) subspecies breeds from southeastern Alaska and southern Canada to Mexico. It is seen year-round in the southern half of its breeding range; the subspecies C. v. ternominatus is probably resident in the West Indies, and C. v. peruvianus inhabits Peru and areas of the surrounding countries throughout the year. North American breeders winter from their resident range south to Central America, the West Indies, and the northernmost portions of South America.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Killdeer.jpg/220px-Killdeer.jpg,https://en.wikipedia.org/wiki/Killdeer
birds,Apodiformes,Trochilidae: Hummingbirds,rufhum,Rufous hummingbird,Selasphorus rufus,0,0,NA,Near Threatened,-0.16666666666666666,Notable decrease in population in last 5 years.,Negative,0,0,November,Native,"The rufous hummingbird was formally described in 1788 by the German naturalist Johann Friedrich Gmelin in his revised and expanded edition of Carl Linnaeus's Systema Naturae. He placed it with all the other hummingbirds in the genus Trochilus and coined the binomial name Trochilus rufus.[3] Gmelin based his description on the Ruff-necked humming-bird that had been described by John Latham in 1782 and the Ruffed honeysucker that had been described by Thomas Pennant in 1785.[4][5] The type locality is Nootka Sound on the west coast of Vancouver Island in western Canada.[6] The rufous hummingbird is now placed with eight other species in the genus Selasphorus that was introduced in 1832 by the English naturalist William John Swainson.[7][8] The genus name combines the Ancient Greek selas meaning ""light"" or ""flame"" with -phoros meaning ""-carrying"".  The specific epithet rufus is the Latin word for ""red"".[9] The species is considered as monotypic: no subspecies are recognised.[8]",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/USFWS_ribes_sanguineum_%2826123508822%29.jpg/220px-USFWS_ribes_sanguineum_%2826123508822%29.jpg,https://en.wikipedia.org/wiki/Rufous_hummingbird
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",x00004,Mallard,Anas platyrhynchos,16,8,24,Least Concern,0.65,Significant increase in sightings from 2020-2021. Significant increase in population in last 5 years.,Positive,8,1,March,Native,"The mallard (/ˈmælɑːrd, ˈmælərd/) or wild duck (Anas platyrhynchos) is a dabbling duck that breeds throughout the temperate and subtropical Americas, Eurasia, and North Africa, and has been introduced to New Zealand, Australia, Peru, Brazil, Uruguay, Argentina, Chile, Colombia, the Falkland Islands, and South Africa. This duck belongs to the subfamily Anatinae of the waterfowl family Anatidae. Males have purple patches on their wings, while the females (hens or ducks) have mainly brown-speckled plumage. Both sexes have an area of white-bordered black or iridescent blue feathers called a speculum on their wings; males especially tend to have blue speculum feathers. The mallard is 50–65 cm (20–26 in) long, of which the body makes up around two-thirds the length. The wingspan is 81–98 cm (32–39 in) and the bill is 4.4 to 6.1 cm (1.7 to 2.4 in) long. It is often slightly heavier than most other dabbling ducks, weighing 0.7–1.6 kg (1.5–3.5 lb). Mallards live in wetlands, eat water plants and small animals, and are social animals preferring to congregate in groups or flocks of varying sizes.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Anas_platyrhynchos_male_female_quadrat.jpg/220px-Anas_platyrhynchos_male_female_quadrat.jpg,https://en.wikipedia.org/wiki/Mallard
birds,Pelecaniformes,"Ardeidae: Bitterns, Herons & Egrets",grbher3,Great blue heron,Ardea herodias,147,47,202,Least Concern,0.85,Significant increase in sightings from 2020-2021. High populations reported in last 5 years. Significant increase in population in last 5 years.,Positive,100,2.127659574468085,December,Native,"The great blue heron was one of the many species originally described by Carl Linnaeus in his 18th-century work, Systema Naturae.[4] The scientific name comes from Latin  ardea, and Ancient Greek ἐρῳδιός (erōdios), both meaning ""heron"".[5]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Great_blue_heron_%28Ardea_herodias_occidentalis%29_white_form.JPG/220px-Great_blue_heron_%28Ardea_herodias_occidentalis%29_white_form.JPG,https://en.wikipedia.org/wiki/Great_blue_heron
birds,Piciformes,Picidae: Woodpeckers,yesfli,Northern flicker,Colaptes auratus,121,53,327,Least Concern,0.7666666666666666,Significant increase in sightings from 2020-2021. High populations reported in last 5 years. Moderate increase in population in last 5 years.,Positive,68,1.2830188679245282,March,Native,"The northern flicker (Colaptes auratus) or common flicker is a medium-sized bird of the woodpecker family. It is native to most of North America, parts of Central America, Cuba, and the Cayman Islands, and is one of the few woodpecker species that migrate. Over 100 common names for the northern flicker are known, including yellowhammer (not to be confused with the Eurasian yellowhammer), clape, gaffer woodpecker, harry-wicket[citation needed], heigh-ho, wake-up, walk-up, wick-up, yarrup, and gawker bird. Many of these names derive from attempts to imitate some of its calls.  It is the state bird of Alabama (known by its colloquial name ""Yellowhammer."")[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/NorthernFlicker-male.jpg/220px-NorthernFlicker-male.jpg,https://en.wikipedia.org/wiki/Northern_flicker
birds,Passeriformes,Passerellidae: New World Sparrows and Towhees,swaspa,Swamp sparrow,Melospiza georgiana,5,5,37,Least Concern,0.13333333333333333,Notable decrease in population in last 5 years.,Negative,0,0,January,Native,The swamp sparrow (Melospiza georgiana) is a medium-sized New World sparrow related to the song sparrow.,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Melospiza_georgiana_MN1.jpg/220px-Melospiza_georgiana_MN1.jpg,https://en.wikipedia.org/wiki/Swamp_sparrow
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",ambduc,American black duck,Anas rubripes,0,8,8,Least Concern,-0.43333333333333335,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-8,-1,January,Native,"The American black duck (Anas rubripes) is a large dabbling duck in the family Anatidae. It was described by William Brewster in 1902. It is the heaviest species in the genus Anas, weighing 720–1,640 g (1.59–3.62 lb) on average and measuring 54–59 cm (21–23 in) in length with an 88–95 cm (35–37 in) wingspan. It somewhat resembles the female and eclipse male mallard in coloration, but has a darker plumage. The male and female are generally similar in appearance, but the male's bill is yellow while the female's is dull green with dark marks on the upper mandible. It is native to eastern North America. During the breeding season, it is usually found in coastal and freshwater wetlands from Saskatchewan to the Atlantic in Canada and the Great Lakes and the Adirondacks in the United States. It is a partially migratory species, mostly wintering in the east-central United States, especially in coastal areas.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Blackduck.jpg/220px-Blackduck.jpg,https://en.wikipedia.org/wiki/American_black_duck
birds,Passeriformes,Vireonidae: Vireos,buhvir,Blue-headed vireo,Vireo solitarius,1,0,7,Least Concern,-0.1,Notable decrease in population in last 5 years.,Positive,1,1,December,Native,"The blue-headed vireo (Vireo solitarius) is a Neotropical migrating song bird found in North and Central America. There are currently two recognized subspecies that belong to the blue-headed vireo. It has a range that extends across Canada and the eastern coast of the United-States, Mexico and some of Central America. It prefers large temperate forests with a mix of evergreen trees and deciduous under growth.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Blue-headed_Vireo_%288088895251%29.jpg/220px-Blue-headed_Vireo_%288088895251%29.jpg,https://en.wikipedia.org/wiki/Blue-headed_vireo
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",wooduc,Wood duck,Aix sponsa,6,4,12,Least Concern,0.3666666666666667,Notable increase in sightings from 2020-2021. Moderate increase in population in last 5 years.,Positive,2,0.5,March,Native,The wood duck is a medium-sized perching duck. A typical adult is from 47 to 54 cm (19 to 21 in) ( or 1.5 feet max.) In length with a wingspan of between 66 to 73 cm (26 to 29 in).  The wood duck's weight ranges from 454-862 g (16.0-30.4 oz).[4] This is about three-quarters of the length of an adult mallard. It shares its genus with the Asian Mandarin duck (Aix galericulata).[2],https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Female_Wood_Duck_%28Aix_sponsa%29%2C_Parc_du_Rouge-Clo%C3%AEtre%2C_Brussels.jpg/220px-Female_Wood_Duck_%28Aix_sponsa%29%2C_Parc_du_Rouge-Clo%C3%AEtre%2C_Brussels.jpg,https://en.wikipedia.org/wiki/Wood_duck
birds,Anseriformes,"Anatidae: Swans, Geese & Ducks",amewig,American wigeon,Mareca americana,6,0,6,Least Concern,0.3333333333333333,Significant increase in population in last 5 years.,Positive,6,1,January,Native,"The American wigeon (Mareca americana), also known as the baldpate, is a species of dabbling duck found in North America. Formerly assigned to Anas, this species is classified with the other wigeons in the dabbling duck genus Mareca. It is the New World counterpart of the Eurasian wigeon.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Anas-americana-004.jpg/220px-Anas-americana-004.jpg,https://en.wikipedia.org/wiki/American_wigeon
birds,Passeriformes,"Fringillidae: Siskins, Crossbills & Allies",evegro,Evening grosbeak,Coccothraustes vespertinus,5,92,111,Vulnerable,-0.16666666666666666,Notable decrease in sightings from 2020-2021. High populations reported in last 5 years. Notable decrease in population in last 5 years.,Negative,-87,-0.9456521739130436,March,Native,The evening grosbeak (Hesperiphona vespertina) is a passerine bird in the finch family Fringillidae found in North America.,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Hesperiphona_vespertina_CT3.jpg/220px-Hesperiphona_vespertina_CT3.jpg,https://en.wikipedia.org/wiki/Evening_grosbeak
birds,Passeriformes,Polioptilidae: Gnatcatchers,buggna,Blue-gray gnatcatcher,Polioptila caerulea,1,1,9,Least Concern,0,Notable decrease in population in last 5 years.,Negative,0,0,November,Native,The blue-gray gnatcatcher or blue-grey gnatcatcher (Polioptila caerulea) is a very small songbird native to North America.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Blue-gray_gnatcatcher_in_PP_%2872317%29.jpg/220px-Blue-gray_gnatcatcher_in_PP_%2872317%29.jpg,https://en.wikipedia.org/wiki/Blue-gray_gnatcatcher
birds,Columbiformes,Columbidae: Pigeons and Doves,rocpig1,Rock dove,Columba livia,614,519,1591,Least Concern,0.5,Very high populations reported in last 5 years. Moderate increase in population in last 5 years.,Positive,95,0.18304431599229287,January,Native,"The rock dove, rock pigeon, or common pigeon (/ˈpɪdʒ.ən/ also /ˈpɪdʒ.ɪn/; Columba livia) is a member of the bird family Columbidae (doves and pigeons).[3]: 624  In common usage, it is often simply referred to as the ""pigeon"".",https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Paloma_brav%C3%ADa_%28Columba_livia%29%2C_Palacio_de_Nymphenburg%2C_M%C3%BAnich%2C_Alemania01.JPG/220px-Paloma_brav%C3%ADa_%28Columba_livia%29%2C_Palacio_de_Nymphenburg%2C_M%C3%BAnich%2C_Alemania01.JPG,https://en.wikipedia.org/wiki/Rock_dove
birds,Accipitriformes,"Accipitridae: Kites, Hawks & Eagles",norhar2,Northern harrier,Circus hudsonius,0,7,7,Least Concern,-0.3666666666666667,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-7,-1,January,Native,"The northern harrier (Circus hudsonius), or ring-tailed hawk, is a bird of prey. It breeds throughout the northern parts of the northern hemisphere in Canada and the northernmost USA.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Northern_%28Hen%29_Harrier.jpg/220px-Northern_%28Hen%29_Harrier.jpg,https://en.wikipedia.org/wiki/Northern_harrier
birds,Passeriformes,Parulidae: Wood Warblers,comyel,Common yellowthroat,Geothlypis trichas,22,0,27,Least Concern,0.4666666666666666,Significant increase in population in last 5 years.,Positive,22,1,February,Native,"The common yellowthroat (Geothlypis trichas) is a New World warbler. In the U.S. Midwest, it is also known as the yellow bandit. It is an abundant breeder in North America, ranging from southern Canada to central Mexico. The genus name Geothlypis is from Ancient Greek geo, ""ground"", and thlupis, an unidentified small bird; thlypis is often used in the scientific names of New World warblers. The specific  trichas is also from Greek; trikhas is a kind of thrush, the word being derived from trikhos, ""hair"".[2]",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Common_yellowthroat_in_Quogue_%2884327%29.jpg/220px-Common_yellowthroat_in_Quogue_%2884327%29.jpg,https://en.wikipedia.org/wiki/Common_yellowthroat
birds,Passeriformes,"Cardinalidae: Tanagers, Cardinals, Grosbeaks & Dickcissels",robgro,Rose-breasted grosbeak,Pheucticus ludovicianus,9,9,18,Least Concern,0.2333333333333333,Moderate increase in population in last 5 years.,Negative,0,0,April,Native,"The rose-breasted grosbeak (Pheucticus ludovicianus), colloquially called ""cut-throat"" due to its coloration,[2][3] is a large, seed-eating grosbeak in the cardinal family (Cardinalidae). It is primarily a foliage gleaner.[4] Males have black heads, wings, backs, and tails, and a bright rose colored patch on their white breast. Males and females exhibit marked sexual dimorphism.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Pheucticus_ludovicianus_CT2.jpg/220px-Pheucticus_ludovicianus_CT2.jpg,https://en.wikipedia.org/wiki/Rose-breasted_grosbeak
birds,Strigiformes,Strigidae: Typical Owls,grhowl,Great horned owl,Bubo virginianus,0,7,15,Least Concern,-0.3666666666666667,Notable decrease in sightings from 2020-2021. Notable decrease in population in last 5 years.,Negative,-7,-1,December,Native,"The great horned owl (Bubo virginianus), also known as the tiger owl (originally derived from early naturalists' description as the ""winged tiger"" or ""tiger of the air""), or the hoot owl,[3] is a large owl native to the Americas. It is an extremely adaptable bird with a vast range and is the most widely distributed true owl in the Americas.[4] Its primary diet is rabbits and hares, rats and mice, and voles, although it freely hunts any animal it can overtake, including rodents and other small mammals, larger mid-sized mammals, birds, reptiles, amphibians, and invertebrates. In ornithological study, the great horned owl is often compared to the Eurasian eagle-owl (Bubo bubo), a closely related species, which despite the latter's notably larger size, occupies the same ecological niche in Eurasia, and the red-tailed hawk (Buteo jamaicensis), with which it often shares similar habitat, prey, and nesting habits by day, thus is something of a diurnal ecological equivalent.[5] The great horned owl is one of the earliest nesting birds in North America, often laying eggs weeks or even months before other raptorial birds.[6]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Bubo_virginianus_-Canada-6.jpg/220px-Bubo_virginianus_-Canada-6.jpg,https://en.wikipedia.org/wiki/Great_horned_owl
